word,frequency,pos,example_sentence
चबाकर,2.0,VERB,उसने मिठाई चबाकर खाई।
भाला,2.0,NOUN,योद्धा ने भाला फेंका।
टूटने,2.0,VERB,गिलास हाथ से गिरकर टूटने लगा।
गपशप,2.0,NOUN,दोस्तों के साथ गपशप करते हुए समय का पता नहीं चला।
नानक,2.0,NOUN,गुरु नानक के अनुयायी कई देशों में हैं।
प्रतिपदा,2.0,NOUN,प्रतिपदा से नए महीने की शुरुआत होती है।
नाद,2.0,NOUN,घंटी की नाद सुनाई दी।
बसों,2.0,NOUN,बसों की कतार सड़क पर लगी थी।
भाल,2.0,NOUN,शेर ने भाल दिखाकर दहाड़ा।
प्रतिति,2.0,NOUN,प्रतिति एक सुंदर भावना है।
प्रतिस्पर्धा,2.0,NOUN,प्रतिस्पर्धा में उसने प्रथम पुरस्कार जीता।
बैसाखी,2.0,NOUN,बैसाखी का त्योहार धूमधाम से मनाया गया।
टुकुर,2.0,ADV,वह टुकुर-टुकुर आकाश को देख रहा था।
टुकड़ों,2.0,NOUN,केक को छोटे-छोटे टुकड़ों में काटा गया।
प्रतिष्ठा,2.0,NOUN,उनकी प्रतिष्ठा का कोई मुकाबला नहीं।
प्रतिष्ठ के,2.0,NOUN,प्रतिष्ठ के आधार पर उसे सम्मान मिला।
नायिका,2.0,NOUN,फिल्म की नायिका ने शानदार अभिनय किया।
नामवाची,2.0,NOUN,नामवाची शब्दों का प्रयोग भाषा में होता है।
निंदा,2.0,NOUN,उन्होंने उसकी निंदा की।
प्रतिवाद,2.0,NOUN,उन्होंने प्रतिवाद करने का साहस दिखाया।
बैरे,2.0,NOUN,बैरे ने मेहमानों की सेवा की।
बहादुर,2.0,NOUN,वह एक बहादुर सैनिक था।
भ्रांति,2.0,NOUN,इस विषय में भ्रांति फैल गई है।
छिड़क,2.0,VERB,उसने पानी छिड़क कर पौधों को ताज़गी दी।
टीचर,2.0,NOUN,टीचर ने बच्चों को नई बातें सिखाईं।
बहाकर,2.0,VERB,पानी बहाकर बगीचे को सींचा गया।
गन्ना,2.0,NOUN,गन्ने का रस पीने में मजा आता है।
छाले,2.0,NOUN,कड़ी मेहनत से उसके हाथों में छाले पड़ गए।
गर्वित,2.0,ADJ,वह अपने बच्चे की उपलब्धियों से गर्वित थी।
नालों,2.0,NOUN,बरसात में नालों में पानी भर गया।
बहलाता,2.0,VERB,वह अपने छोटे भाई को बहलाता रहा।
भावात्मक,2.0,ADJ,उसका भाषण भावात्मक था।
बहरा,2.0,ADJ,वह बहरा व्यक्ति इशारों से संवाद करता है।
निकम्मा,2.0,ADJ,लोग उसे निकम्मा समझते थे।
निःसंकोच,2.0,ADV,वह निःसंकोच अपनी बात सबके सामने कहता है।
निःशेष,2.0,ADJ,उसने निःशेष प्रयास किए।
बहुतेरा,2.0,ADJ,"बहुतेरा समय गुजर गया, पर वह नहीं आया।"
प्रत्युष,2.0,NOUN,प्रत्युष के समय वातावरण शांत होता है।
छलांगें,2.0,NOUN,बच्चे पार्क में छलांगें लगा रहे थे।
गर्ववित,2.0,ADJ,वह अपने बेटे की सफलता पर गर्ववित हैं।
निकलीं,2.0,VERB,सभी लड़कियाँ पिकनिक पर निकल गईं।
गढ़ने,2.0,VERB,वह अपने करियर को गढ़ने में लगा हुआ है।
निगम,2.0,NOUN,यह निगम प्रभावित होकर परियोजना को मंजूरी दी।
गौ,2.0,NOUN,गौ माता को भारतीय संस्कृति में विशेष स्थान दिया गया है।
टाएगा,2.0,VERB,वह बाजार से सामान लेकर आएगा।
बहिनी,2.0,NOUN,मेरी बहिनी बहुत होशियार है।
छान,2.0,VERB,माँ ने चाय को कप में छान दिया।
टिटकार,2.0,VERB,चिड़िया सुबह टिटकार रही थीं।
टिकाकर,2.0,VERB,उसने अपनी कुर्सी दीवार के साथ टिकाकर रखी।
प्रतीकात्मक,2.0,ADJ,राष्ट्रीय ध्वज का डिजाइन प्रतीकात्मक है।
टिकन,2.0,VERB,वह कुछ देर के लिए कमरे में टिकन होगा।
टिकते,2.0,VERB,उसके जूते ज़्यादा दिनों तक नहीं टिकते।
प्रतिस्पर्धात्मक,2.0,ADJ,इस प्रतियोगिता का माहौल बहुत प्रतिस्पर्धात्मक है।
प्रदेशम्,2.0,NOUN,यह स्थान पूरे प्रदेशम् में प्रसिद्ध है।
निकालें,2.0,VERB,कृपया इस पेन को मेरे बैग से निकालें।
निकाले,2.0,VERB,उसने किताबें अलमारी से निकाले।
निदान,2.0,NOUN,डॉक्टर ने रोग का निदान किया।
बहुविध,2.0,ADJ,दुकान में बहुविध वस्त्र उपलब्ध थे।
ग़े,2.0,ADJ,उसकी आवाज़ में ग़े सच्चाई थी।
प्रदत्त,2.0,ADJ,शिष्य को गुरु द्वारा प्रदत्त शिक्षा मिली।
प्रभव,2.0,NOUN,उसकी शक्तिशाली प्रभव ने सबको प्रभावित किया।
छननछन,2.0,INTERJECTION,बाजार में छननछन आवाज़ आ रही थी।
छद्म,2.0,ADJ,उसने छद्म नाम से किताब लिखी।
गरमियों,2.0,NOUN,गरमियों में आम खूब मीठे होते हैं।
निबंधकारों,2.0,NOUN,हिंदी के कई प्रसिद्ध निबंधकारों ने सम्मेलन में भाग लिया।
छत्तीसगढ़,2.0,NOUN,छत्तीसगढ़ प्राकृतिक सौंदर्य के लिए जाना जाता है।
गड़गड़ाहट,2.0,NOUN,बादलों की गड़गड़ाहट से बच्चे डर गए।
बोते,2.0,VERB,किसान खेत में बीज बोते हैं।
चढ़ती,2.0,VERB,सूरज की किरणें आसमान पर चढ़ती जा रही हैं।
मरालदेव,2.0,NOUN,मरालदेव एक पौराणिक पक्षी है।
प्रपात,2.0,NOUN,प्रपात का दृश्य बहुत ही मनमोहक था।
नियंत्रित,2.0,ADJ,उसने अपनी भावनाओं को नियंत्रित किया।
प्रपंच,2.0,NOUN,उसने अपने प्रपंच से सबको धोखा दिया।
चनों,2.0,NOUN,चनों का सलाद बहुत पौष्टिक होता है।
गरबा,2.0,NOUN,गरबा त्योहार के समय में आयोजित होता है।
प्रभो,2.0,NOUN,प्रभो की कृपा से सभी संकट दूर होते हैं।
बोत,2.0,NOUN,गिलास में दूध की बोत रखी हुई थी।
बोटी,2.0,NOUN,माँ ने चिकन की बोटी बनाई।
चतुर्दिक,2.0,POSTPOSITION,बगीचे के चतुर्दिक फूल ही फूल थे।
टापों,2.0,NOUN,घोड़े के टापों की आवाज़ सुनाई दी।
टापू,2.0,NOUN,हमने छुट्टियों में एक खूबसूरत टापू का दौरा किया।
मयंक,2.0,NOUN,मयंक की पेंटिंग्स बहुत अद्भुत होती हैं।
बहुभाषी,2.0,ADJ,वह एक बहुभाषी व्यक्ति है।
बोई,2.0,VERB,किसान ने धान बोई।
छज्जे,2.0,NOUN,छज्जे पर कबूतर बैठे थे।
छलक,2.0,NOUN,उसकी आँखों से आँसू छलक आए।
बहुतेरे,2.0,ADJ,उसे बहुतेरे ईनाम मिले हैं।
भिगो,2.0,VERB,कपड़ों को रात भर पानी में भिगो देना।
छपाक,2.0,INTERJECTION,पानी में एक बड़ा छपाक की आवाज आई।
निरात्मक,2.0,ADJ,यह प्रश्न पत्र बहुत निरात्मक था।
निराकार,2.0,ADJ,ईश्वर को निराकार माना जाता है।
भ्रमित,2.0,ADJ,वह व्यक्ति अपनी सोच में भ्रमित था।
गरजने,2.0,VERB,बादलों के गरजने से लोग डर गए।
भिंडी,2.0,NOUN,माँ ने आज भिंडी की सब्जी बनाई।
प्रभावकारी,2.0,ADJ,इस दवा का प्रभावकारी असर हुआ है।
निर्देशित,2.0,VERB,उसने सभी को नियमों का पालन करने के लिए निर्देशित किया।
निर्देशक,2.0,NOUN,यह फिल्म एक प्रसिद्ध निर्देशक ने बनाई है।
प्रलोभनों,2.0,NOUN,हमेशा प्रलोभनों से बचना चाहिए।
प्रलय,2.0,NOUN,पुराने धर्मग्रंथों में प्रलय का वर्णन है।
निर्झर,2.0,NOUN,उस निर्झर की ध्वनि बहुत ही मनमोहक है।
बाँका,2.0,ADJ,वह बाँका जवान अपनी शान में घूमता है।
टन,2.0,NOUN,उस मशीन का वजन एक टन है।
चौड़ा,2.0,ADJ,यह सड़क बहुत चौड़ी है।
चौहास,2.0,NOUN,उसके चेहरे पर एक प्रकार का चौहास था।
टाँगने,2.0,VERB,उन्होंने दीवार पर चित्र टाँगने का निर्णय लिया।
चौहान,2.0,NOUN,राजपूत इतिहास में चौहान वंश का महत्व है।
गोटेवाले,2.0,ADJ,वह व्यक्ति गोटेवाले कुर्ते में आया।
गद्दी,2.0,NOUN,उसने आराम के लिए गद्दी पर बैठना पसंद किया।
चटकाए,2.0,VERB,बच्चों ने गुब्बारे चटकाए।
छतों,2.0,NOUN,पुरानी छतों की मरम्मत की जा रही है।
निरीक्षण,2.0,NOUN,निरीक्षण के दौरान कुछ खामियां मिलीं।
गोकुल,2.0,NOUN,गोकुल गाँव कृष्ण की लीलाओं के लिए प्रसिद्ध है।
गिरगिट,2.0,NOUN,वह व्यक्ति गिरगिट की तरह रंग बदलता है।
चढ़ाने,2.0,VERB,उसने मंदिर में फूल चढ़ाने का फैसला किया।
गोलियाँ,2.0,NOUN,डॉक्टर ने मुझे गोलियाँ लेने की सलाह दी।
निर्धारण,2.0,NOUN,समय का निर्धारण बहुत महत्वपूर्ण है।
निर्धनता,2.0,NOUN,उसने अपनी निर्धनता का अनुभव दिल को छू लेने वाला था।
निवृत्ति,2.0,NOUN,सेवानिवृत्ति के बाद वह शांति से निवृत्ति का आनंद लेता है।
मछ,2.0,NOUN,मछ निकालने के लिए उसने कार्यक्रम बनाया।
प्रवृद्ध,2.0,ADJ,विज्ञान के क्षेत्र में उसका प्रवृद्ध योगदान है।
प्रवृत्त,2.0,ADJ,वह सदैव समाजसेवा में प्रवृत्त रहता है।
गोलपोस्ट,2.0,NOUN,फुटबॉल खेलते समय गोलपोस्ट का ध्यान रखना होता है।
प्रविष्ट,2.0,ADJ,उसने सम्मेलन में प्रविष्ट जानकारी साझा की।
निर्मितियों,2.0,NOUN,आधुनिक निर्मितियों ने जीवन को सरल बना दिया है।
बहुव्रीहि,2.0,NOUN,संस्कृत में बहुव्रीहि समास का अध्ययन महत्वपूर्ण है।
प्रवाहपूर्ण,2.0,ADJ,उसका लेखन प्रवाहपूर्ण है।
प्रवास,2.0,NOUN,उसने विदेश प्रवास का अनुभव साझा किया।
बांग,2.0,NOUN,सुबह-सुबह मुर्गे की बांग सुनाई दी।
बां,2.0,VERB,उसने सभी फूलों को एक साथ बां दिया।
निषेधवाचक,2.0,ADJ,निषेधवाचक संकेत का पालन करना आवश्यक है।
टकटकी,2.0,NOUN,वह विचारशील टकटकी से दूर देख रहा था।
गद्गद,2.0,ADJ,उनके प्रेम भरे शब्द सुनकर वह गद्गद हो गई।
बाँह,2.0,NOUN,उसने मुझे अपनी बाँह में ले लिया।
प्रश्नवाचक,2.0,ADJ,उसने प्रश्नवाचक दृष्टि से मेरी तरफ देखा।
चौधरी,2.0,NOUN,गाँव के चौधरी ने बैठक बुलाई।
टरका,2.0,VERB,उसने मेरी बात को टरका दिया।
चौथे,2.0,ADJ,वह चौथे स्थान पर आया।
टपटकों,2.0,NOUN,उसने गेंद को टपटकों से खेला।
टपकने,2.0,VERB,बारिश का पानी छत से टपकने लगा।
छज्जा,2.0,NOUN,वह छज्जा धूप से बचने का अच्छा साधन होता है।
बाँधना,2.0,VERB,उसने ज़ोर से रस्सी को बाँधना शुरू किया।
छककर,2.0,ADV,उन्होंने स्वादिष्ट खाना छककर खाया।
निशानों,2.0,NOUN,उसने निशानों को सही से हटाया।
गिल्लू,2.0,NOUN,गिल्लू उसका पालतू गिलहरी था।
छंटते,2.0,VERB,पेड़ के पत्ते धीरे-धीरे छंटते जा रहे हैं।
बाइनाकुल,2.0,NOUN,उसका बाइनाकुल काफी महंगा था।
निस्संदेह,2.0,ADV,निस्संदेह वह परीक्षा में अव्वल आएगा।
बाइक,2.0,NOUN,मेरे पास एक नई बाइक है।
प्रशिक्षक,2.0,NOUN,वह एक कुशल प्रशिक्षक है।
प्रस्तुतियों,2.0,NOUN,हमारी प्रस्तुतियों की तारीफ हुई।
प्रस्तुतियाँ,2.0,NOUN,कक्षा में कई प्रस्तुतियाँ हो रही हैं।
नीर,2.0,NOUN,नीर अत्यंत शुद्ध और ताजगी भरा था।
प्रस्तावित,2.0,ADJ,यह योजना बहुत पहले प्रस्तावित की गई थी।
झोपड़ी,2.0,NOUN,गांव की उस झोपड़ी में हमने रात बिताई।
झेला,2.0,VERB,मैंने कई कठिनाइयाँ झेला।
प्रसारित,2.0,VERB,यह समाचार पूरे गांव में प्रसारित हो गया।
गिलहरियाँ,2.0,NOUN,उद्यान में गिलहरियाँ खेल रही थीं।
टक्कर,2.0,NOUN,दो कारों की जोरदार टक्कर हुई।
मझले,2.0,ADJ,मझले बेटे की शादी अगले महीने है।
प्राणमय,2.0,ADJ,उसकी प्राणमय शब्दावली ने सबको मोहित कर दिया।
बांधव,2.0,NOUN,मेरे बांधव हमेशा मेरे साथ हैं।
नीत,2.0,VERB,सभी परियोजनाएं अच्छी तरह से नीत हैं।
प्राइवेट,2.0,ADJ,यह एक प्राइवेट स्कूल है।
नीचे दिए गए,2.0,ADJ,नीचे दिए गए निर्देशों को ध्यान से पढ़ें।
नुक,2.0,NOUN,उसके घर का नुक काफी सुनसान था।
चौकन्ना,2.0,ADJ,घटनास्थल पर पुलिस चौकन्ना खड़ी थी।
चौक,2.0,NOUN,हम चौक पर खड़े होकर गाड़ी का इंतजार कर रहे थे।
नीलांचल,2.0,NOUN,नीलांचल प्राकृतिक सौंदर्य का खजाना है।
चौंतीस,2.0,ADJ,उसके पास चौंतीस किताबें हैं।
बोहाग,2.0,NOUN,बोहाग त्योहार असम में धूमधाम से मनाया जाता है।
बोलेंगे,2.0,VERB,वे अगले कार्यक्रम में बोलेंगे।
नृप,2.0,NOUN,प्राचीन काल के नृप बहुत बहादुर होते थे।
गत्यात्मक,2.0,ADJ,नृत्य का यह गत्यात्मक स्वरूप अद्भुत है।
नृत्य के,2.0,ADJ,उन्होंने नृत्य के कई रूप सीखें।
चौबीस,2.0,ADJ,उसने चौबीस घंटों में इस काम को समाप्त किया।
मजेदार,2.0,ADJ,उसकी कहानी बेहद मजेदार थी।
झूल,2.0,VERB,बच्चे पेड़ पर झूल रहे हैं।
चौपाया,2.0,NOUN,हमारे गांव में कई चौपाया पशु हैं।
गेयता,2.0,NOUN,उसकी गीतों की गेयता सबको भा गई।
प्रांत,2.0,NOUN,इस प्रांत में कई सांस्कृतिक विरासतें हैं।
भीगी,2.0,ADJ,बारिश में उसकी भीगी साड़ी बेहद सुंदर लग रही थी।
प्रस्थान,2.0,NOUN,हमने सुबह ही प्रस्थान किया।
नृ,2.0,NOUN,भारतीय नृ-इतिहास अत्यंत समृद्ध है।
चटपट्टी,2.0,ADJ,इस चटपट्टी चाट ने सबका मन मोह लिया।
नुक्कड़,2.0,NOUN,हम नुक्कड़ पर चाय पीने गए।
भीगना,2.0,VERB,बारिश में भीगना अत्यंत सुखद है।
बांधना,2.0,VERB,मुझे बखूबी टाई बांधना आता है।
नेत्र,2.0,NOUN,उसके नेत्र अत्यंत सुंदर हैं।
गोधरा,2.0,NOUN,गोधरा की घटना ने पूरे देश को हिला कर रख दिया।
प्रातः,2.0,NOUN,प्रातः की ताज़गी सभी को पसंद है।
नेकी,2.0,NOUN,नेकी करना हमारा कर्तव्य है।
मनोभाव,2.0,NOUN,उसके चेहरे पर खुशी के मनोभाव स्पष्ट थे।
बांग्लादेश,2.0,NOUN,बांग्लादेश दक्षिण एशिया का एक देश है।
बाज,2.0,NOUN,आसमान में वह बाज तेज़ी से उड़ रहा था।
झुलाते,2.0,VERB,वह बच्चे को झुलाते हैं।
बाघों,2.0,NOUN,बाघों की सुरक्षा महत्वपूर्ण है।
बागवानी,2.0,NOUN,मेरी माँ बागवानी में बहुत रूचि रखती हैं।
मंगाकर,2.0,VERB,उसने बाहर से खाना मंगाकर खाया।
मनोबल,2.0,NOUN,इस जीत ने टीम का मनोबल बढ़ाया।
झूलने,2.0,VERB,हम पार्क में झूलने गए।
झूलना,2.0,VERB,बच्चे को झूलना बहुत पसंद है।
चौके,2.0,NOUN,क्रिकेट मैच में उसने दो चौके मारे।
चौकी,2.0,NOUN,वह पुलिस चौकी पर काम करता है।
नौकरानी,2.0,NOUN,नौकरानी ने घर का सारा काम किया।
चौकस,2.0,ADJ,वह हमेशा चौकस रहती है।
नोत्तर,2.0,NOUN,उसके पास मेरे सवाल का कोई नोत्तर नहीं था।
ब्रह्मस्थान,2.0,NOUN,हमारे गाँव का ब्रह्मस्थान बहुत प्रसिद्ध है।
चेतावनी,2.0,NOUN,वह समय पर चेतावनी देने में सक्षम था।
भिलाला,2.0,NOUN,भिलाला समुदाय की विशेषताएँ अनोखी हैं।
बाणभट्ट,2.0,NOUN,बाणभट्ट एक महान विद्वान थे।
न्यायाधीश,2.0,NOUN,न्यायाधीश ने सही फैसला सुनाया।
प्रासंगिक,2.0,ADJ,यह विषय हमारे अध्ययन के लिए प्रासंगिक है।
बाड़ा,2.0,NOUN,गाँव में एक बड़ा बाड़ा है।
प्रेमियों,2.0,NOUN,प्रेमियों के लिए यह जगह स्वर्ग है।
नौवीं,2.0,ADJ,वह नौवीं कक्षा में पढ़ता है।
झुकाए,2.0,VERB,उसने सिर झुकाए खड़ा था।
भिन,2.0,ADV,भिन भिन सुबह का मौसम सुहावना होता है।
झूमते,2.0,VERB,बारिश में बच्चे झूमते हुए दिखते हैं।
चंद्रकांत,2.0,NOUN,चंद्रकांत एक प्रसिद्ध लेखक हैं।
प्रेमपूर्ण,2.0,ADJ,उसकी आँखों में प्रेमपूर्ण भाव थे।
झूठे,2.0,ADJ,उसके झूठे वादों पर किसी ने विश्वास नहीं किया।
झूठा,2.0,ADJ,वह झूठा मुकदमा था।
प्रेमजी,2.0,NOUN,प्रेमजी के विचार हमेशा प्रेरणादायक होते हैं।
चंदू,2.0,NOUN,चंदू मेरा सबसे अच्छा दोस्त है।
चूम,2.0,VERB,उसने अपने बच्चे को प्यार से चूम लिया।
नौटंकी,2.0,NOUN,गाँव में रात को नौटंकी का आयोजन था।
चून,2.0,NOUN,उसने चून की चूड़ियाँ खरीदीं।
चूड़ी,2.0,NOUN,उसने अपनी दोस्त को चूड़ी दी।
न्यौते,2.0,NOUN,उसने हमें खाने पर न्यौते दिया।
न्योता,2.0,NOUN,मैंने उसका न्योता स्वीकार कर लिया।
चचे,2.0,VERB,वह खेत में चचे का काम कर रहा था।
गतिशीलता,2.0,NOUN,शहर की गतिशीलता को समझना आसान नहीं है।
चेहरों,2.0,NOUN,सभ्यता के विभिन्न चेहरों को देखना रोचक है।
पंचमहल,2.0,NOUN,पंचमहल का स्थापत्य अद्वितीय है।
चेरी,2.0,NOUN,मेरे गार्डन में चेरी के पेड़ लगे हैं।
प्रीतिभोज,2.0,NOUN,उसने प्रीतिभोज का आयोजन किया।
ब्यूरो,2.0,NOUN,वह ब्यूरो में काम करता है।
भिड़ना,2.0,VERB,दोनों टीमों के खिलाड़ियों में भिड़ना हो गया।
झिड़ककर,2.0,VERB,उसने नाराज होकर झिड़ककर बात की।
प्रोग्राम,2.0,NOUN,हमारा प्रोग्राम रात 8 बजे शुरू होगा।
चखकर,2.0,VERB,उसने मिठाई चखकर तारीफ की।
चक्रा,2.0,VERB,इतनी भीड़ देखकर वह चक्रा गया।
मंगलयान,2.0,NOUN,मंगलयान भारत की एक बड़ी उपलब्धि है।
प्रेरणात्मक,2.0,ADJ,उनकी प्रेरणात्मक बातें सुनकर मुझमें आत्मविश्वास बढ़ा।
झुकाना,2.0,VERB,उसने सिर झुकाना पड़ गया।
बाजे,2.0,NOUN,शादी में ढोल और बाजे खूब बजे।
बाजी,2.0,NOUN,उसने खेल में बाजी जीती।
पंखी,2.0,NOUN,पंखी पेड़ पर बैठा था।
मंगलमयी,2.0,ADJ,उन्होंने मंगलमयी कार्यों की शुरुआत की।
पंजे,2.0,NOUN,शेर के पंजे बहुत ताकतवर होते हैं।
गतिगत,2.0,ADJ,उसकी गतिगत स्थिति स्थिर है।
गमलों,2.0,NOUN,घर में सजावटी पौधों के गमलों की भरमार है।
प्लूटो,2.0,NOUN,प्लूटो हमारे सौर मण्डल का एक ग्रह है।
झांकता,2.0,VERB,वह खिड़की से बाहर झांकता रहा।
भुंजा,2.0,NOUN,फुर्सत के समय हम भुंजा खाते हैं।
बाथरूम,2.0,NOUN,बाथरूम में सफाई जरूरी है।
गृहकार्य,2.0,NOUN,बच्चों के लिए गृहकार्य करना अनिवार्य है।
घड़ा,2.0,NOUN,घड़े में पानी ठंडा रहता है।
फँसेंगे,2.0,VERB,अगर तुम ध्यान नहीं दोगे तो फँसेंगे।
भीड़ु,2.0,ADJ,वह लड़का भीड़ु स्वभाव का है।
भीष्म,2.0,NOUN,भीष्म पितामह महाभारत के योद्धा थे।
चुराए,2.0,VERB,उसने दुकान से फल चुराए।
पकड़ता,2.0,VERB,वह गेंद को बड़ी तेजी से पकड़ता है।
चुभते,2.0,VERB,नुकीले पत्थर पैरों में चुभते हैं।
चंपा,2.0,NOUN,चंपा का फूल बहुत सुगन्धित होता है।
पंथी,2.0,NOUN,इस रास्ते के पंथी मैं ही हूँ।
पंथ,2.0,NOUN,धार्मिक पंथ अक्सर विवाद का कारण बनते हैं।
पंत,2.0,NOUN,रामधारी सिंह दिनकर पंत प्रसिद्ध कवि थे।
चंपत,2.0,ADJ,वह समय पर चंपत हो गया।
पकाकर,2.0,VERB,माँ ने स्वादिष्ट खाना पकाकर तैयार किया।
चंद्रशेखर,2.0,NOUN,चंद्रशेखर आजाद महान स्वतंत्रता सेनानी थे।
चूस,2.0,VERB,वह आमों को बड़े चाव से चूसता है।
पकवानों,2.0,NOUN,त्यौहार में स्वादिष्ट पकवानों का स्वाद लिया।
फँसकर,2.0,VERB,वह झूले में फँसकर गिर पड़ा।
पकड़ी,2.0,VERB,पुलिस ने अपराधी को पकड़ी।
पकड़ाते,2.0,VERB,वह हमें सारे सबूत पकड़ाते गया।
फ,2.0,NOUN,उसे गणित में 'फ' ग्रेड मिला।
पढ़ो,2.0,VERB,अच्छे अंक लाने के लिए रोज पढ़ो।
पकड़ें,2.0,VERB,तुम गेंद को अच्छे से पकड़ें।
फरमाइश,2.0,NOUN,उसकी फरमाइश पूरी की गई।
झल्लाकर,2.0,VERB,वह बात सुनकर झल्लाकर बोला।
फटे,2.0,ADJ,फटे कपड़े अब कूड़ेदान में डालो।
गैया,2.0,NOUN,गैया का दूध बहुत फायदेमंद होता है।
झलकती,2.0,VERB,उसकी आँखों में खुशी झलकती है।
झाड़ी,2.0,NOUN,बगीचे में एक बड़ी झाड़ी थी।
बापू,2.0,NOUN,बापू ने हमें सिखाया कि सत्य ही परम धर्म है।
फटना,2.0,VERB,गब्बर की आवाज पर सबके चेहरे का रंग फटना था।
फटते,2.0,VERB,बादलों के फटते ही बरसात शुरू हुई।
घोंसलों,2.0,NOUN,पेड़ पर कई पक्षियों के घोंसलों का बसेरा था।
पके,2.0,ADJ,पके फल मीठे होते हैं।
पछताना,2.0,VERB,गलत निर्णय का परिणाम पछताना होता है।
मंडराती,2.0,VERB,हवा में पतंग मंडराती रही।
फलदार,2.0,ADJ,फलदार पेड़ बगीचे की शोभा बढ़ाते हैं।
फलता,2.0,VERB,मेहनत का फल हमेशा मीठा फलता है।
घो,2.0,NOUN,उसका घो बहुत मजबूत है।
पगहे,2.0,NOUN,गाय को पकड़ने के लिए पगहे का उपयोग किया जाता है।
फर्स्ट,2.0,ADJ,आज वह क्लास में फर्स्ट आया है।
चंडीगढ,2.0,NOUN,चंडीगढ शहर बहुत साफ-सुथरा है।
पटनायक,2.0,NOUN,पटनायक एक सम्मानित लेखक हैं।
पटना,2.0,NOUN,पटना बिहार की राजधानी है।
चू,2.0,VERB,वह धीरे से चू कर हँस रही थी।
झबरा,2.0,ADJ,उसके पास एक झबरा कुत्ता है।
झपटा,2.0,NOUN,बाज ने शिकार पर झपटा मारा।
मनमानी,2.0,NOUN,उसकी मनमानी से सब परेशान हैं।
झाँकने,2.0,VERB,उसने खिड़की से बाहर झाँकने की कोशिश की।
ब्रह्मांड,2.0,NOUN,ब्रह्मांड में अनगिनत तारे हैं।
झा,2.0,NOUN,झा जी हमारे हिंदी अध्यापक हैं।
भंवरों,2.0,NOUN,भंवरों की गूंज सुनाई दे रही है।
फरसा,2.0,NOUN,फरसा एक प्राचीन हथियार है।
पछाई,2.0,NOUN,पछाई का दिन खास होता है।
पछतावा,2.0,NOUN,गलती के बाद उसे पछतावा हुआ।
भंगिमाओं,2.0,NOUN,उसकी भंगिमाओं से उसकी भावना स्पष्ट थी।
झगड़ा,2.0,NOUN,उनके बीच झगड़ा फिर शुरू हो गया।
भील,2.0,NOUN,भील जनजाति राजस्थान में रहती है।
बारा,2.0,NOUN,उसने बारा बजे आने का वादा किया।
झरते,2.0,VERB,वृक्ष के पत्ते धीरे-धीरे झरते जा रहे हैं।
फ़र्क,2.0,NOUN,दोनों में थोड़ा भी फ़र्क नहीं है।
फ़रहीन,2.0,ADJ,वह पूरी तरह से फ़रहीन थी।
भं,2.0,NOUN,भं का अर्थ गूंज होता है।
बारहमासा,2.0,NOUN,बारहमासा गीत मौसम बताते हैं।
भ,2.0,INTERJECTION,"भ!, उसने नाराजगी से कहा।"
फागुन,2.0,NOUN,फागुन में होली का त्योहार होता है।
बालाई,2.0,NOUN,बालाई उसके सिर पर मंडरा रही है।
चुटकी,2.0,NOUN,उसने हल्की सी चुटकी ली।
झपक,2.0,VERB,शाम होते ही उसकी आंखें झपकने लगीं।
चुग्गे,2.0,NOUN,चिड़िया चुग्गे के ढेर पर आ बैठी।
झटके,2.0,NOUN,गाड़ी में अचानक से झटके लगे।
झटका,2.0,NOUN,मुझे खबर सुनकर बड़ा झटका लगा।
पड़ें,2.0,VERB,रात को ठंडी हवा पड़ेंगी।
पढ़ूँगा,2.0,VERB,मैं कल गणित पढ़ूँगा।
पढ़ाना,2.0,VERB,मुझे बच्चों को पढ़ाना पसंद है।
बालवाटिका,2.0,NOUN,बच्चे बालवाटिका में खेल रहे हैं।
चुन्नियाँ,2.0,NOUN,उसने नई चुन्नियाँ खरीदीं।
मज़ेदार,2.0,ADJ,वह एक मजेदार कहानी सुनाते हैं।
फाउंडेशन,2.0,NOUN,उस स्कूल की फाउंडेशन बहुत पुरानी है।
पतले,2.0,ADJ,वह बहुत पतले पन्नों की किताब पढ़ रही है।
ज्ञानेंद्रियों,2.0,NOUN,हमारी ज्ञानेंद्रियों का अपना महत्व है।
ज्ञानेंद्रियाँ,2.0,NOUN,मानव की पांच ज्ञानेंद्रियाँ होती हैं।
फांस,2.0,NOUN,उसके हाथ में फांस लग गई।
भगवत,2.0,NOUN,उसने भगवत गीता का पाठ किया।
ज्ञानमंडल,2.0,NOUN,ज्ञानमंडल का क्षेत्र विस्तृत है।
गरीबी,2.0,NOUN,गरीबी समाज की बड़ी समस्या है।
भुवनेश,2.0,NOUN,भुवनेश आज स्कूल नहीं आए।
झंडे,2.0,NOUN,देशभक्ति के उत्सव में झंडे फहराए गए।
झंझा,2.0,NOUN,समुंदर में झंझा आने वाली है।
झंकार,2.0,NOUN,घंटी की झंकार सुनकर सभी खड़े हो गए।
फिट,2.0,ADJ,यह शर्ट तुम्हें बिल्कुल फिट है।
फिक्र,2.0,NOUN,मुझे तुम्हारी फिक्र रहती है।
पतन,2.0,NOUN,उसकी गलतियों के कारण उसका पतन हुआ।
बाह्य,2.0,ADJ,बाह्य दुनिया की सुंदरता अद्वितीय है।
मज़ाक,2.0,NOUN,तुम्हारा मज़ाक कभी-कभी परेशान करता है।
